hour,Biome,individual_local_identifier,count,individual_name
5.0,Pantanal,PA_65_VALENTINA,5.0,VALENTINA
5.0,Pantanal,PA_67_CARMINHA,5.0,CARMINHA
5.0,Pantanal,PA_68_FAROFO,5.0,FAROFO
5.0,Pantanal,PA_69_ANGELINA,5.0,ANGELINA
5.0,Pantanal,PA_71_SIDNEY,5.0,SIDNEY
5.0,Pantanal,PA_74_LAURO,5.0,LAURO
5.0,Pantanal,PA_82_DONNA,5.0,DONNA
5.0,Pantanal,PA_86_CUZINHO,5.0,CUZINHO
6.0,Atlantic Forest,AF_01_JOANA,6.0,JOANA
6.0,Atlantic Forest,AF_02_PAULETE,6.0,PAULETE
6.0,Atlantic Forest,AF_05_CHUCHU,6.0,CHUCHU
6.0,Atlantic Forest,AF_12_PATRICIA,6.0,PATRICIA
6.0,Atlantic Forest,AF_14_JAMESBOND,6.0,JAMESBOND
6.0,Atlantic Forest,AF_15_GEORGETE,6.0,GEORGETE
6.0,Atlantic Forest,AF_17_ESPERTA,6.0,ESPERTA
6.0,Atlantic Forest,AF_20_CHICO,6.0,CHICO
6.0,Atlantic Forest,AF_23_TONHA,6.0,TONHA
6.0,Atlantic Forest,AF_24_TINA,6.0,TINA
6.0,Atlantic Forest,AF_25_MAMA,6.0,MAMA
6.0,Cerrado,CE_03_LOU,6.0,LOU
6.0,Cerrado,CE_04_TITI,6.0,TITI
6.0,Cerrado,CE_08_COLOMBINA,6.0,COLOMBINA
6.0,Cerrado,CE_09_PANA,6.0,PANA
6.0,Cerrado,CE_10_ELIS,6.0,ELIS
6.0,Cerrado,CE_11_ZACA,6.0,ZACA
6.0,Cerrado,CE_13_SULI,6.0,SULI
6.0,Cerrado,CE_15_KURUKA,6.0,KURUKA
6.0,Cerrado,CE_17_ARNO,6.0,ARNO
6.0,Cerrado,CE_21_ZEMARIA,6.0,ZEMARIA
6.0,Cerrado,CE_22_ZEFA,6.0,ZEFA
6.0,Cerrado,CE_23_CARABI,6.0,CARABI
6.0,Cerrado,CE_25_SEGRE,6.0,SEGRE
6.0,Cerrado,CE_27_DONALINA,6.0,DONALINA
6.0,Cerrado,CE_28_ZIGGY,6.0,ZIGGY
6.0,Cerrado,CE_31_ANNA,6.0,ANNA
6.0,Cerrado,CE_34_DONACIDA,6.0,DONACIDA
6.0,Pantanal,PA_03_BANDAID,6.0,BANDAID
6.0,Pantanal,PA_05_KELLY,6.0,KELLY
6.0,Pantanal,PA_08_BENJAMIN,6.0,BENJAMIN
6.0,Pantanal,PA_09_SONIAMADALENA,6.0,SONIAMADALENA
6.0,Pantanal,PA_10_VIVEK,6.0,VIVEK
6.0,Pantanal,PA_11_LUIS,6.0,LUIS
6.0,Pantanal,PA_12_FELIPPE,6.0,FELIPPE
6.0,Pantanal,PA_13_RITA,6.0,RITA
6.0,Pantanal,PA_15_MORENA,6.0,MORENA
6.0,Pantanal,PA_16_DORA,6.0,DORA
6.0,Pantanal,PA_18_NIC,6.0,NIC
6.0,Pantanal,PA_19_SERGIAO,6.0,SERGIAO
6.0,Pantanal,PA_20_SY,6.0,SY
6.0,Pantanal,PA_21_CAIO,6.0,CAIO
6.0,Pantanal,PA_22_EMILIO,6.0,EMILIO
6.0,Pantanal,PA_23_RICK,6.0,RICK
6.0,Pantanal,PA_24_LESLIE,6.0,LESLIE
6.0,Pantanal,PA_26_SACHIN,6.0,SACHIN
6.0,Pantanal,PA_28_DUDA,6.0,DUDA
6.0,Pantanal,PA_29_KARIN,6.0,KARIN
6.0,Pantanal,PA_30_NELSAO,6.0,NELSAO
6.0,Pantanal,PA_31_JORDANO,6.0,JORDANO
6.0,Pantanal,PA_33_GABRIELA,6.0,GABRIELA
6.0,Pantanal,PA_34_CARIJO,6.0,CARIJO
6.0,Pantanal,PA_36_MICHELE,6.0,MICHELE
6.0,Pantanal,PA_38_CASSANDRA,6.0,CASSANDRA
6.0,Pantanal,PA_40_MALU,6.0,MALU
6.0,Pantanal,PA_47_MORENINHO,6.0,MORENINHO
6.0,Pantanal,PA_48_TED,6.0,TED
6.0,Pantanal,PA_49_WALLY,6.0,WALLY
6.0,Pantanal,PA_51_MUCCI,6.0,MUCCI
6.0,Pantanal,PA_52_WIE,6.0,WIE
6.0,Pantanal,PA_54_PAULONA,6.0,PAULONA
6.0,Pantanal,PA_58_LIANA,6.0,LIANA
6.0,Pantanal,PA_59_POPEYE,6.0,POPEYE
6.0,Pantanal,PA_61_DOINHO,6.0,DOINHO
6.0,Pantanal,PA_62_PRETINHO,6.0,PRETINHO
6.0,Pantanal,PA_64_COLUMBUS,6.0,COLUMBUS
6.0,Pantanal,PA_65_VALENTINA,6.0,VALENTINA
6.0,Pantanal,PA_67_CARMINHA,6.0,CARMINHA
6.0,Pantanal,PA_68_FAROFO,6.0,FAROFO
6.0,Pantanal,PA_69_ANGELINA,6.0,ANGELINA
6.0,Pantanal,PA_71_SIDNEY,6.0,SIDNEY
6.0,Pantanal,PA_74_LAURO,6.0,LAURO
6.0,Pantanal,PA_82_DONNA,6.0,DONNA
6.0,Pantanal,PA_86_CUZINHO,6.0,CUZINHO
7.0,Atlantic Forest,AF_01_JOANA,7.0,JOANA
7.0,Atlantic Forest,AF_02_PAULETE,7.0,PAULETE
7.0,Atlantic Forest,AF_05_CHUCHU,7.0,CHUCHU
7.0,Atlantic Forest,AF_12_PATRICIA,7.0,PATRICIA
7.0,Atlantic Forest,AF_14_JAMESBOND,7.0,JAMESBOND
7.0,Atlantic Forest,AF_15_GEORGETE,7.0,GEORGETE
7.0,Atlantic Forest,AF_17_ESPERTA,7.0,ESPERTA
7.0,Atlantic Forest,AF_20_CHICO,7.0,CHICO
7.0,Atlantic Forest,AF_23_TONHA,7.0,TONHA
7.0,Atlantic Forest,AF_24_TINA,7.0,TINA
7.0,Atlantic Forest,AF_25_MAMA,7.0,MAMA
7.0,Cerrado,CE_03_LOU,7.0,LOU
7.0,Cerrado,CE_04_TITI,7.0,TITI
7.0,Cerrado,CE_08_COLOMBINA,7.0,COLOMBINA
7.0,Cerrado,CE_09_PANA,7.0,PANA
7.0,Cerrado,CE_10_ELIS,7.0,ELIS
7.0,Cerrado,CE_11_ZACA,7.0,ZACA
7.0,Cerrado,CE_13_SULI,7.0,SULI
7.0,Cerrado,CE_15_KURUKA,7.0,KURUKA
7.0,Cerrado,CE_17_ARNO,7.0,ARNO
7.0,Cerrado,CE_21_ZEMARIA,7.0,ZEMARIA
7.0,Cerrado,CE_22_ZEFA,7.0,ZEFA
7.0,Cerrado,CE_23_CARABI,7.0,CARABI
7.0,Cerrado,CE_25_SEGRE,7.0,SEGRE
7.0,Cerrado,CE_27_DONALINA,7.0,DONALINA
7.0,Cerrado,CE_28_ZIGGY,7.0,ZIGGY
7.0,Cerrado,CE_31_ANNA,7.0,ANNA
7.0,Cerrado,CE_34_DONACIDA,7.0,DONACIDA
7.0,Pantanal,PA_03_BANDAID,7.0,BANDAID
7.0,Pantanal,PA_05_KELLY,7.0,KELLY
7.0,Pantanal,PA_08_BENJAMIN,7.0,BENJAMIN
7.0,Pantanal,PA_09_SONIAMADALENA,7.0,SONIAMADALENA
7.0,Pantanal,PA_10_VIVEK,7.0,VIVEK
7.0,Pantanal,PA_11_LUIS,7.0,LUIS
7.0,Pantanal,PA_12_FELIPPE,7.0,FELIPPE
7.0,Pantanal,PA_13_RITA,7.0,RITA
7.0,Pantanal,PA_15_MORENA,7.0,MORENA
7.0,Pantanal,PA_16_DORA,7.0,DORA
7.0,Pantanal,PA_18_NIC,7.0,NIC
7.0,Pantanal,PA_19_SERGIAO,7.0,SERGIAO
7.0,Pantanal,PA_20_SY,7.0,SY
7.0,Pantanal,PA_21_CAIO,7.0,CAIO
7.0,Pantanal,PA_22_EMILIO,7.0,EMILIO
7.0,Pantanal,PA_23_RICK,7.0,RICK
7.0,Pantanal,PA_24_LESLIE,7.0,LESLIE
7.0,Pantanal,PA_26_SACHIN,7.0,SACHIN
7.0,Pantanal,PA_28_DUDA,7.0,DUDA
7.0,Pantanal,PA_29_KARIN,7.0,KARIN
7.0,Pantanal,PA_30_NELSAO,7.0,NELSAO
7.0,Pantanal,PA_31_JORDANO,7.0,JORDANO
7.0,Pantanal,PA_33_GABRIELA,7.0,GABRIELA
7.0,Pantanal,PA_34_CARIJO,7.0,CARIJO
7.0,Pantanal,PA_36_MICHELE,7.0,MICHELE
7.0,Pantanal,PA_38_CASSANDRA,7.0,CASSANDRA
7.0,Pantanal,PA_40_MALU,7.0,MALU
7.0,Pantanal,PA_47_MORENINHO,7.0,MORENINHO
7.0,Pantanal,PA_48_TED,7.0,TED
7.0,Pantanal,PA_49_WALLY,7.0,WALLY
7.0,Pantanal,PA_51_MUCCI,7.0,MUCCI
7.0,Pantanal,PA_52_WIE,7.0,WIE
7.0,Pantanal,PA_54_PAULONA,7.0,PAULONA
7.0,Pantanal,PA_58_LIANA,7.0,LIANA
7.0,Pantanal,PA_59_POPEYE,7.0,POPEYE
7.0,Pantanal,PA_61_DOINHO,7.0,DOINHO
7.0,Pantanal,PA_62_PRETINHO,7.0,PRETINHO
7.0,Pantanal,PA_64_COLUMBUS,7.0,COLUMBUS
7.0,Pantanal,PA_65_VALENTINA,7.0,VALENTINA
7.0,Pantanal,PA_67_CARMINHA,7.0,CARMINHA
7.0,Pantanal,PA_68_FAROFO,7.0,FAROFO
7.0,Pantanal,PA_69_ANGELINA,7.0,ANGELINA
7.0,Pantanal,PA_71_SIDNEY,7.0,SIDNEY
7.0,Pantanal,PA_74_LAURO,7.0,LAURO
7.0,Pantanal,PA_82_DONNA,7.0,DONNA
7.0,Pantanal,PA_86_CUZINHO,7.0,CUZINHO
8.0,Atlantic Forest,AF_01_JOANA,8.0,JOANA
8.0,Atlantic Forest,AF_02_PAULETE,8.0,PAULETE
8.0,Atlantic Forest,AF_05_CHUCHU,8.0,CHUCHU
8.0,Atlantic Forest,AF_12_PATRICIA,8.0,PATRICIA
8.0,Atlantic Forest,AF_15_GEORGETE,8.0,GEORGETE
8.0,Atlantic Forest,AF_17_ESPERTA,8.0,ESPERTA
8.0,Atlantic Forest,AF_20_CHICO,8.0,CHICO
8.0,Atlantic Forest,AF_23_TONHA,8.0,TONHA
8.0,Atlantic Forest,AF_25_MAMA,8.0,MAMA
8.0,Cerrado,CE_03_LOU,8.0,LOU
8.0,Cerrado,CE_04_TITI,8.0,TITI
8.0,Cerrado,CE_08_COLOMBINA,8.0,COLOMBINA
8.0,Cerrado,CE_09_PANA,8.0,PANA
8.0,Cerrado,CE_10_ELIS,8.0,ELIS
8.0,Cerrado,CE_11_ZACA,8.0,ZACA
8.0,Cerrado,CE_13_SULI,8.0,SULI
8.0,Cerrado,CE_15_KURUKA,8.0,KURUKA
8.0,Cerrado,CE_17_ARNO,8.0,ARNO
8.0,Cerrado,CE_21_ZEMARIA,8.0,ZEMARIA
8.0,Cerrado,CE_22_ZEFA,8.0,ZEFA
8.0,Cerrado,CE_23_CARABI,8.0,CARABI
8.0,Cerrado,CE_25_SEGRE,8.0,SEGRE
8.0,Cerrado,CE_27_DONALINA,8.0,DONALINA
8.0,Cerrado,CE_28_ZIGGY,8.0,ZIGGY
8.0,Cerrado,CE_31_ANNA,8.0,ANNA
8.0,Cerrado,CE_34_DONACIDA,8.0,DONACIDA
8.0,Pantanal,PA_03_BANDAID,8.0,BANDAID
8.0,Pantanal,PA_05_KELLY,8.0,KELLY
8.0,Pantanal,PA_08_BENJAMIN,8.0,BENJAMIN
8.0,Pantanal,PA_09_SONIAMADALENA,8.0,SONIAMADALENA
8.0,Pantanal,PA_10_VIVEK,8.0,VIVEK
8.0,Pantanal,PA_11_LUIS,8.0,LUIS
8.0,Pantanal,PA_12_FELIPPE,8.0,FELIPPE
8.0,Pantanal,PA_13_RITA,8.0,RITA
8.0,Pantanal,PA_15_MORENA,8.0,MORENA
8.0,Pantanal,PA_16_DORA,8.0,DORA
8.0,Pantanal,PA_18_NIC,8.0,NIC
8.0,Pantanal,PA_19_SERGIAO,8.0,SERGIAO
8.0,Pantanal,PA_20_SY,8.0,SY
8.0,Pantanal,PA_21_CAIO,8.0,CAIO
8.0,Pantanal,PA_22_EMILIO,8.0,EMILIO
8.0,Pantanal,PA_23_RICK,8.0,RICK
8.0,Pantanal,PA_24_LESLIE,8.0,LESLIE
8.0,Pantanal,PA_26_SACHIN,8.0,SACHIN
8.0,Pantanal,PA_28_DUDA,8.0,DUDA
8.0,Pantanal,PA_29_KARIN,8.0,KARIN
8.0,Pantanal,PA_30_NELSAO,8.0,NELSAO
8.0,Pantanal,PA_31_JORDANO,8.0,JORDANO
8.0,Pantanal,PA_33_GABRIELA,8.0,GABRIELA
8.0,Pantanal,PA_34_CARIJO,8.0,CARIJO
8.0,Pantanal,PA_36_MICHELE,8.0,MICHELE
8.0,Pantanal,PA_38_CASSANDRA,8.0,CASSANDRA
8.0,Pantanal,PA_40_MALU,8.0,MALU
8.0,Pantanal,PA_47_MORENINHO,8.0,MORENINHO
8.0,Pantanal,PA_48_TED,8.0,TED
8.0,Pantanal,PA_49_WALLY,8.0,WALLY
8.0,Pantanal,PA_51_MUCCI,8.0,MUCCI
8.0,Pantanal,PA_52_WIE,8.0,WIE
8.0,Pantanal,PA_54_PAULONA,8.0,PAULONA
8.0,Pantanal,PA_58_LIANA,8.0,LIANA
8.0,Pantanal,PA_59_POPEYE,8.0,POPEYE
8.0,Pantanal,PA_61_DOINHO,8.0,DOINHO
8.0,Pantanal,PA_62_PRETINHO,8.0,PRETINHO
8.0,Pantanal,PA_64_COLUMBUS,8.0,COLUMBUS
8.0,Pantanal,PA_65_VALENTINA,8.0,VALENTINA
8.0,Pantanal,PA_67_CARMINHA,8.0,CARMINHA
8.0,Pantanal,PA_68_FAROFO,8.0,FAROFO
8.0,Pantanal,PA_69_ANGELINA,8.0,ANGELINA
8.0,Pantanal,PA_71_SIDNEY,8.0,SIDNEY
8.0,Pantanal,PA_74_LAURO,8.0,LAURO
8.0,Pantanal,PA_82_DONNA,8.0,DONNA
8.0,Pantanal,PA_86_CUZINHO,8.0,CUZINHO
9.0,Atlantic Forest,AF_01_JOANA,9.0,JOANA
9.0,Atlantic Forest,AF_02_PAULETE,9.0,PAULETE
9.0,Atlantic Forest,AF_05_CHUCHU,9.0,CHUCHU
9.0,Atlantic Forest,AF_14_JAMESBOND,9.0,JAMESBOND
9.0,Atlantic Forest,AF_15_GEORGETE,9.0,GEORGETE
9.0,Atlantic Forest,AF_17_ESPERTA,9.0,ESPERTA
9.0,Atlantic Forest,AF_20_CHICO,9.0,CHICO
9.0,Atlantic Forest,AF_23_TONHA,9.0,TONHA
9.0,Atlantic Forest,AF_25_MAMA,9.0,MAMA
9.0,Cerrado,CE_03_LOU,9.0,LOU
9.0,Cerrado,CE_04_TITI,9.0,TITI
9.0,Cerrado,CE_08_COLOMBINA,9.0,COLOMBINA
9.0,Cerrado,CE_09_PANA,9.0,PANA
9.0,Cerrado,CE_11_ZACA,9.0,ZACA
9.0,Cerrado,CE_13_SULI,9.0,SULI
9.0,Cerrado,CE_15_KURUKA,9.0,KURUKA
9.0,Cerrado,CE_17_ARNO,9.0,ARNO
9.0,Cerrado,CE_21_ZEMARIA,9.0,ZEMARIA
9.0,Cerrado,CE_22_ZEFA,9.0,ZEFA
9.0,Cerrado,CE_23_CARABI,9.0,CARABI
9.0,Cerrado,CE_25_SEGRE,9.0,SEGRE
9.0,Cerrado,CE_27_DONALINA,9.0,DONALINA
9.0,Cerrado,CE_28_ZIGGY,9.0,ZIGGY
9.0,Cerrado,CE_31_ANNA,9.0,ANNA
9.0,Cerrado,CE_34_DONACIDA,9.0,DONACIDA
9.0,Pantanal,PA_03_BANDAID,9.0,BANDAID
9.0,Pantanal,PA_05_KELLY,9.0,KELLY
9.0,Pantanal,PA_08_BENJAMIN,9.0,BENJAMIN
9.0,Pantanal,PA_09_SONIAMADALENA,9.0,SONIAMADALENA
9.0,Pantanal,PA_10_VIVEK,9.0,VIVEK
9.0,Pantanal,PA_11_LUIS,9.0,LUIS
9.0,Pantanal,PA_12_FELIPPE,9.0,FELIPPE
9.0,Pantanal,PA_13_RITA,9.0,RITA
9.0,Pantanal,PA_15_MORENA,9.0,MORENA
9.0,Pantanal,PA_16_DORA,9.0,DORA
9.0,Pantanal,PA_18_NIC,9.0,NIC
9.0,Pantanal,PA_19_SERGIAO,9.0,SERGIAO
9.0,Pantanal,PA_20_SY,9.0,SY
9.0,Pantanal,PA_21_CAIO,9.0,CAIO
9.0,Pantanal,PA_22_EMILIO,9.0,EMILIO
9.0,Pantanal,PA_23_RICK,9.0,RICK
9.0,Pantanal,PA_24_LESLIE,9.0,LESLIE
9.0,Pantanal,PA_26_SACHIN,9.0,SACHIN
9.0,Pantanal,PA_28_DUDA,9.0,DUDA
9.0,Pantanal,PA_29_KARIN,9.0,KARIN
9.0,Pantanal,PA_30_NELSAO,9.0,NELSAO
9.0,Pantanal,PA_31_JORDANO,9.0,JORDANO
9.0,Pantanal,PA_33_GABRIELA,9.0,GABRIELA
9.0,Pantanal,PA_34_CARIJO,9.0,CARIJO
9.0,Pantanal,PA_36_MICHELE,9.0,MICHELE
9.0,Pantanal,PA_38_CASSANDRA,9.0,CASSANDRA
9.0,Pantanal,PA_40_MALU,9.0,MALU
9.0,Pantanal,PA_47_MORENINHO,9.0,MORENINHO
9.0,Pantanal,PA_48_TED,9.0,TED
9.0,Pantanal,PA_49_WALLY,9.0,WALLY
9.0,Pantanal,PA_51_MUCCI,9.0,MUCCI
9.0,Pantanal,PA_52_WIE,9.0,WIE
9.0,Pantanal,PA_54_PAULONA,9.0,PAULONA
9.0,Pantanal,PA_58_LIANA,9.0,LIANA
9.0,Pantanal,PA_59_POPEYE,9.0,POPEYE
9.0,Pantanal,PA_61_DOINHO,9.0,DOINHO
9.0,Pantanal,PA_62_PRETINHO,9.0,PRETINHO
9.0,Pantanal,PA_64_COLUMBUS,9.0,COLUMBUS
9.0,Pantanal,PA_65_VALENTINA,9.0,VALENTINA
9.0,Pantanal,PA_67_CARMINHA,9.0,CARMINHA
9.0,Pantanal,PA_68_FAROFO,9.0,FAROFO
9.0,Pantanal,PA_69_ANGELINA,9.0,ANGELINA
9.0,Pantanal,PA_71_SIDNEY,9.0,SIDNEY
9.0,Pantanal,PA_74_LAURO,9.0,LAURO
9.0,Pantanal,PA_82_DONNA,9.0,DONNA
9.0,Pantanal,PA_86_CUZINHO,9.0,CUZINHO
10.0,Atlantic Forest,AF_01_JOANA,10.0,JOANA
10.0,Atlantic Forest,AF_02_PAULETE,10.0,PAULETE
10.0,Atlantic Forest,AF_05_CHUCHU,10.0,CHUCHU
10.0,Atlantic Forest,AF_12_PATRICIA,10.0,PATRICIA
10.0,Atlantic Forest,AF_17_ESPERTA,10.0,ESPERTA
10.0,Cerrado,CE_03_LOU,10.0,LOU
10.0,Cerrado,CE_04_TITI,10.0,TITI
10.0,Cerrado,CE_08_COLOMBINA,10.0,COLOMBINA
10.0,Cerrado,CE_09_PANA,10.0,PANA
10.0,Cerrado,CE_11_ZACA,10.0,ZACA
10.0,Cerrado,CE_13_SULI,10.0,SULI
10.0,Cerrado,CE_15_KURUKA,10.0,KURUKA
10.0,Cerrado,CE_17_ARNO,10.0,ARNO
10.0,Cerrado,CE_21_ZEMARIA,10.0,ZEMARIA
10.0,Cerrado,CE_22_ZEFA,10.0,ZEFA
10.0,Cerrado,CE_23_CARABI,10.0,CARABI
10.0,Cerrado,CE_25_SEGRE,10.0,SEGRE
10.0,Cerrado,CE_27_DONALINA,10.0,DONALINA
10.0,Cerrado,CE_28_ZIGGY,10.0,ZIGGY
10.0,Cerrado,CE_31_ANNA,10.0,ANNA
10.0,Cerrado,CE_34_DONACIDA,10.0,DONACIDA
10.0,Pantanal,PA_03_BANDAID,10.0,BANDAID
10.0,Pantanal,PA_05_KELLY,10.0,KELLY
10.0,Pantanal,PA_08_BENJAMIN,10.0,BENJAMIN
10.0,Pantanal,PA_09_SONIAMADALENA,10.0,SONIAMADALENA
10.0,Pantanal,PA_10_VIVEK,10.0,VIVEK
10.0,Pantanal,PA_11_LUIS,10.0,LUIS
10.0,Pantanal,PA_12_FELIPPE,10.0,FELIPPE
10.0,Pantanal,PA_13_RITA,10.0,RITA
10.0,Pantanal,PA_15_MORENA,10.0,MORENA
10.0,Pantanal,PA_16_DORA,10.0,DORA
10.0,Pantanal,PA_18_NIC,10.0,NIC
10.0,Pantanal,PA_19_SERGIAO,10.0,SERGIAO
10.0,Pantanal,PA_20_SY,10.0,SY
10.0,Pantanal,PA_21_CAIO,10.0,CAIO
10.0,Pantanal,PA_22_EMILIO,10.0,EMILIO
10.0,Pantanal,PA_23_RICK,10.0,RICK
10.0,Pantanal,PA_24_LESLIE,10.0,LESLIE
10.0,Pantanal,PA_26_SACHIN,10.0,SACHIN
10.0,Pantanal,PA_28_DUDA,10.0,DUDA
10.0,Pantanal,PA_29_KARIN,10.0,KARIN
10.0,Pantanal,PA_30_NELSAO,10.0,NELSAO
10.0,Pantanal,PA_31_JORDANO,10.0,JORDANO
10.0,Pantanal,PA_33_GABRIELA,10.0,GABRIELA
10.0,Pantanal,PA_34_CARIJO,10.0,CARIJO
10.0,Pantanal,PA_36_MICHELE,10.0,MICHELE
10.0,Pantanal,PA_38_CASSANDRA,10.0,CASSANDRA
10.0,Pantanal,PA_40_MALU,10.0,MALU
10.0,Pantanal,PA_47_MORENINHO,10.0,MORENINHO
10.0,Pantanal,PA_48_TED,10.0,TED
10.0,Pantanal,PA_49_WALLY,10.0,WALLY
10.0,Pantanal,PA_51_MUCCI,10.0,MUCCI
10.0,Pantanal,PA_52_WIE,10.0,WIE
10.0,Pantanal,PA_54_PAULONA,10.0,PAULONA
10.0,Pantanal,PA_58_LIANA,10.0,LIANA
10.0,Pantanal,PA_59_POPEYE,10.0,POPEYE
10.0,Pantanal,PA_61_DOINHO,10.0,DOINHO
10.0,Pantanal,PA_62_PRETINHO,10.0,PRETINHO
10.0,Pantanal,PA_64_COLUMBUS,10.0,COLUMBUS
10.0,Pantanal,PA_65_VALENTINA,10.0,VALENTINA
10.0,Pantanal,PA_67_CARMINHA,10.0,CARMINHA
10.0,Pantanal,PA_68_FAROFO,10.0,FAROFO
10.0,Pantanal,PA_69_ANGELINA,10.0,ANGELINA
10.0,Pantanal,PA_71_SIDNEY,10.0,SIDNEY
10.0,Pantanal,PA_74_LAURO,10.0,LAURO
10.0,Pantanal,PA_82_DONNA,10.0,DONNA
10.0,Pantanal,PA_86_CUZINHO,10.0,CUZINHO
11.0,Atlantic Forest,AF_01_JOANA,11.0,JOANA
11.0,Atlantic Forest,AF_02_PAULETE,11.0,PAULETE
11.0,Atlantic Forest,AF_05_CHUCHU,11.0,CHUCHU
11.0,Atlantic Forest,AF_12_PATRICIA,11.0,PATRICIA
11.0,Atlantic Forest,AF_14_JAMESBOND,11.0,JAMESBOND
11.0,Atlantic Forest,AF_15_GEORGETE,11.0,GEORGETE
11.0,Atlantic Forest,AF_17_ESPERTA,11.0,ESPERTA
11.0,Atlantic Forest,AF_23_TONHA,11.0,TONHA
11.0,Cerrado,CE_03_LOU,11.0,LOU
11.0,Cerrado,CE_04_TITI,11.0,TITI
11.0,Cerrado,CE_08_COLOMBINA,11.0,COLOMBINA
11.0,Cerrado,CE_09_PANA,11.0,PANA
11.0,Cerrado,CE_11_ZACA,11.0,ZACA
11.0,Cerrado,CE_13_SULI,11.0,SULI
11.0,Cerrado,CE_15_KURUKA,11.0,KURUKA
11.0,Cerrado,CE_17_ARNO,11.0,ARNO
11.0,Cerrado,CE_21_ZEMARIA,11.0,ZEMARIA
11.0,Cerrado,CE_22_ZEFA,11.0,ZEFA
11.0,Cerrado,CE_23_CARABI,11.0,CARABI
11.0,Cerrado,CE_25_SEGRE,11.0,SEGRE
11.0,Cerrado,CE_27_DONALINA,11.0,DONALINA
11.0,Cerrado,CE_28_ZIGGY,11.0,ZIGGY
11.0,Cerrado,CE_31_ANNA,11.0,ANNA
11.0,Cerrado,CE_34_DONACIDA,11.0,DONACIDA
11.0,Pantanal,PA_08_BENJAMIN,11.0,BENJAMIN
11.0,Pantanal,PA_09_SONIAMADALENA,11.0,SONIAMADALENA
11.0,Pantanal,PA_11_LUIS,11.0,LUIS
11.0,Pantanal,PA_12_FELIPPE,11.0,FELIPPE
11.0,Pantanal,PA_13_RITA,11.0,RITA
11.0,Pantanal,PA_15_MORENA,11.0,MORENA
11.0,Pantanal,PA_19_SERGIAO,11.0,SERGIAO
11.0,Pantanal,PA_20_SY,11.0,SY
11.0,Pantanal,PA_21_CAIO,11.0,CAIO
11.0,Pantanal,PA_23_RICK,11.0,RICK
11.0,Pantanal,PA_24_LESLIE,11.0,LESLIE
11.0,Pantanal,PA_28_DUDA,11.0,DUDA
11.0,Pantanal,PA_33_GABRIELA,11.0,GABRIELA
11.0,Pantanal,PA_34_CARIJO,11.0,CARIJO
11.0,Pantanal,PA_36_MICHELE,11.0,MICHELE
11.0,Pantanal,PA_40_MALU,11.0,MALU
11.0,Pantanal,PA_47_MORENINHO,11.0,MORENINHO
11.0,Pantanal,PA_48_TED,11.0,TED
11.0,Pantanal,PA_49_WALLY,11.0,WALLY
11.0,Pantanal,PA_51_MUCCI,11.0,MUCCI
11.0,Pantanal,PA_52_WIE,11.0,WIE
11.0,Pantanal,PA_54_PAULONA,11.0,PAULONA
11.0,Pantanal,PA_58_LIANA,11.0,LIANA
11.0,Pantanal,PA_59_POPEYE,11.0,POPEYE
11.0,Pantanal,PA_61_DOINHO,11.0,DOINHO
11.0,Pantanal,PA_62_PRETINHO,11.0,PRETINHO
11.0,Pantanal,PA_64_COLUMBUS,11.0,COLUMBUS
11.0,Pantanal,PA_65_VALENTINA,11.0,VALENTINA
11.0,Pantanal,PA_67_CARMINHA,11.0,CARMINHA
11.0,Pantanal,PA_68_FAROFO,11.0,FAROFO
11.0,Pantanal,PA_69_ANGELINA,11.0,ANGELINA
11.0,Pantanal,PA_71_SIDNEY,11.0,SIDNEY
11.0,Pantanal,PA_74_LAURO,11.0,LAURO
11.0,Pantanal,PA_82_DONNA,11.0,DONNA
11.0,Pantanal,PA_86_CUZINHO,11.0,CUZINHO
12.0,Atlantic Forest,AF_01_JOANA,12.0,JOANA
